id,,,DH01,DH02,DH03,DH04,DH05,DH06,DH07,DH08,DH09,DH10,DH11,DH12,DH13,DH14,DH15,DH16,DH17,DH18,DH19,DH20,DH21,DH22,DH23,DH24,DH25,DH26,DH27,DH28,DH29,DH30,DH31,DH32,DH33,DH34,DH35,DH36,DH37,DH38,DH39,DH40,DH41,DH42,DH43,DH44,DH45,DH46,DH47,DH48,DH49,DH50,DH51,DH52,DH53,DH54,DH55,DH56,DH57,DH58,DH59,DH60,DH61,DH62,DH63,DH64,DH65,DH66,DH67,DH68,DH69,DH70,DH71,DH72,DH73,DH74,DH75,DH76,DH77,DH78,DH79,DH80,DH81,DH82,DH83,DH84,DH85,DH86,DH87,DH88,DH89,DH90,DH91,DH92,DH93
wPt.1085,2B,7.5059,A,A,A,A,B,A,B,A,B,-,A,B,A,B,B,B,A,B,B,B,A,B,-,B,B,A,B,A,B,A,B,A,B,A,A,B,A,B,B,B,-,B,A,B,B,A,-,B,B,B,A,B,A,A,A,A,A,B,A,B,B,A,A,A,A,B,A,B,A,A,B,B,A,A,B,A,B,B,B,B,B,A,A,B,B,A,B,B,B,A,B,B,-
P44.M54.38,2B,11.0368,A,A,A,A,B,A,B,A,B,A,A,B,A,B,B,B,A,B,B,B,A,B,B,B,B,A,B,A,B,A,B,B,B,A,A,B,A,B,B,B,A,B,A,B,B,A,A,B,B,B,A,B,A,A,B,A,A,B,A,B,B,A,A,A,A,B,A,B,A,A,B,B,A,A,B,A,B,B,B,B,A,A,A,B,B,A,B,B,B,A,B,B,B
P39.M47.251,2B,13.2594,A,A,A,A,B,A,B,A,B,A,A,B,A,B,B,B,A,B,B,B,A,B,A,B,B,A,B,A,B,A,B,B,B,A,A,B,A,B,B,B,A,B,A,B,B,A,A,B,B,B,A,B,A,A,A,A,A,B,A,B,B,A,A,A,A,B,A,B,A,A,B,B,A,A,B,A,B,B,B,B,A,A,A,B,B,A,B,B,B,A,B,-,B
wPt.6278,2B,13.2594,A,A,A,A,B,A,B,A,B,-,A,B,A,B,B,B,A,B,B,B,A,B,A,B,B,A,B,A,B,A,B,B,B,A,A,B,A,B,B,B,A,B,A,B,B,A,A,B,B,B,A,B,A,A,A,A,A,B,A,B,B,A,A,A,A,B,A,B,A,A,B,B,A,A,B,A,B,B,B,B,A,A,A,B,B,A,B,B,B,A,B,B,-
P36.M50.335,2B,13.2594,A,A,A,A,B,A,B,A,B,B,A,B,A,B,B,B,A,B,B,B,A,B,A,B,B,A,B,A,B,A,B,B,B,A,A,B,A,B,B,B,A,B,A,B,B,A,A,B,B,B,A,-,A,A,A,A,A,B,A,B,B,A,A,A,A,B,A,B,A,A,B,B,A,A,B,A,B,B,B,B,A,A,A,B,B,A,B,B,B,A,B,B,B
P40.M55.218,2B,37.1408,A,A,A,A,B,A,B,A,B,B,B,A,A,A,B,B,A,B,A,B,A,B,A,B,A,A,A,A,A,A,B,B,B,-,-,B,-,B,B,B,A,B,B,B,B,-,B,B,B,A,-,A,A,A,B,A,A,B,-,B,-,B,A,A,B,B,A,A,-,-,B,B,A,A,B,A,B,B,B,-,-,A,-,B,B,A,B,B,A,A,B,B,-
wPt.1336,2B,57.7398,A,A,A,A,B,A,B,A,B,B,B,A,A,A,B,B,A,B,B,A,B,B,B,B,A,A,B,-,B,A,B,A,B,B,A,B,B,B,B,B,B,A,-,B,B,A,B,B,B,B,A,A,A,A,B,A,A,B,B,B,A,B,A,B,B,A,A,A,A,B,B,B,A,A,B,A,B,B,B,A,A,A,B,B,B,B,B,B,A,A,-,B,-
wPt.6048,2B,57.7398,A,A,A,A,B,A,B,A,B,B,B,A,A,A,B,B,A,B,B,A,B,B,B,B,A,A,B,-,B,A,B,A,B,B,A,B,B,B,B,B,B,A,-,B,B,A,B,B,B,B,A,A,A,A,B,A,A,B,B,B,A,B,A,B,-,A,A,A,A,B,B,B,A,A,B,A,B,B,B,A,A,A,B,B,B,B,B,B,A,A,-,-,-
wPt.4209,2B,57.7398,A,A,-,A,B,A,B,A,B,B,B,A,A,A,B,B,A,B,B,A,B,B,B,B,A,A,B,-,B,A,B,A,B,B,A,B,B,B,B,-,B,A,-,B,B,A,B,B,-,B,A,A,A,A,B,A,A,B,B,B,A,B,A,B,-,A,A,A,A,B,B,B,A,A,B,A,B,B,B,A,A,A,B,B,B,B,B,B,A,A,-,-,-
wPt.9736,2B,59.0912,-,A,B,A,B,A,B,A,B,-,B,A,A,A,B,B,A,B,B,A,B,B,B,B,A,A,B,B,B,-,B,-,B,B,A,B,B,B,B,B,B,A,B,B,B,A,B,B,B,B,-,A,A,A,B,A,-,B,B,B,A,B,-,B,B,A,A,A,A,B,B,B,-,A,B,A,B,B,B,A,A,B,B,B,B,B,B,B,A,-,B,A,-
P41.M60.310,2B,76.9249,A,-,B,A,B,A,A,A,B,-,B,B,A,B,B,B,A,A,B,A,B,B,B,B,B,A,B,B,B,B,B,B,B,B,B,A,A,B,A,B,B,A,B,B,B,A,-,A,B,B,A,A,A,A,B,A,A,B,B,B,A,B,B,B,B,A,A,A,A,B,A,B,A,A,B,A,B,B,B,A,A,A,B,B,B,B,B,B,A,A,B,-,-
gwm429,2B,97.1982,-,-,-,-,-,-,-,A,B,A,B,B,-,A,A,B,B,A,A,B,A,-,B,B,B,A,A,B,A,B,B,B,B,B,B,A,A,B,A,B,A,A,B,B,B,A,B,B,B,A,A,A,A,A,A,A,A,B,B,B,A,B,B,B,B,A,A,A,A,B,A,B,A,A,B,B,B,B,B,A,A,-,-,B,B,B,B,B,A,A,B,A,A
P42.M48.309,2B,134.4202,B,B,B,A,B,A,B,A,B,A,B,B,A,B,B,A,A,A,B,A,B,B,B,B,A,A,B,A,B,B,B,B,A,A,B,A,A,B,B,B,B,A,B,B,B,A,B,B,B,A,A,A,-,A,A,A,A,B,B,B,B,B,B,B,B,A,A,A,A,B,B,A,B,B,B,B,B,B,B,A,A,A,B,B,B,B,B,B,B,A,B,A,-
barc55,2B,148.6174,B,A,B,A,B,A,B,A,B,B,B,B,A,B,B,A,A,A,B,A,-,B,B,B,A,A,-,A,B,B,B,B,A,B,B,A,A,B,B,B,A,A,B,B,B,A,B,B,A,A,A,A,A,A,A,A,A,B,B,A,A,B,B,B,B,A,A,A,A,B,A,A,A,A,B,B,B,B,B,A,A,A,B,B,B,B,B,B,A,A,B,A,-
wPt.5072,2B,152.1072,B,A,B,A,B,A,B,A,B,B,B,B,A,A,B,A,A,A,B,A,B,B,B,B,A,A,B,A,B,B,B,B,B,B,B,A,A,B,B,B,A,A,B,B,B,A,B,B,A,A,A,A,A,A,-,A,A,B,B,B,A,B,B,B,B,A,A,A,A,B,A,A,A,A,B,B,B,B,B,A,A,A,B,B,B,B,B,B,A,A,B,A,-
gwm148,2B,152.1072,B,A,B,A,B,A,B,A,B,B,B,B,A,A,B,A,A,A,B,A,B,B,B,B,A,A,B,A,B,B,B,B,B,B,B,A,A,B,B,B,A,A,B,B,B,A,B,B,A,A,A,A,A,A,A,A,A,B,B,B,A,B,B,B,B,A,A,A,A,B,A,A,A,A,B,B,B,B,B,A,A,A,B,B,B,B,B,B,A,A,B,A,-
wPt.8561,2B,159.1778,B,A,B,A,B,A,B,A,A,B,B,B,A,B,B,A,A,A,B,A,B,B,B,B,A,B,B,A,B,B,B,B,-,B,B,A,A,B,B,B,A,A,B,B,B,A,B,B,A,A,A,A,A,A,A,A,A,B,B,B,A,B,B,B,A,A,A,A,A,A,A,A,A,A,B,B,B,B,B,A,A,A,A,B,B,B,B,B,A,A,B,A,-
cdo370,2B,165.2829,B,A,B,B,B,A,B,B,A,B,B,B,B,B,B,A,A,A,B,A,B,B,B,B,A,B,B,A,B,B,B,B,B,B,B,A,-,B,B,B,A,A,B,B,B,A,B,B,A,A,A,A,A,A,A,A,A,B,B,B,A,B,B,B,A,A,B,B,A,A,A,A,A,A,B,B,B,-,B,A,A,A,A,B,B,B,B,B,-,-,B,A,A
gwm271BB,2B,171.3143,B,A,B,A,B,A,B,A,A,B,B,B,A,B,B,A,A,A,B,A,B,B,B,B,A,B,B,A,B,B,B,B,B,B,B,A,A,B,B,B,A,A,B,B,B,A,B,B,A,A,A,A,A,A,A,A,A,B,B,B,A,B,B,B,A,A,A,A,A,A,A,A,A,A,B,-,B,B,B,A,A,A,A,B,B,B,B,B,A,A,B,A,A
gwm319,2B,172.5048,B,A,B,A,B,A,B,A,A,-,B,B,A,B,B,A,A,A,B,A,B,B,B,B,A,B,B,A,B,-,B,B,B,B,B,A,A,B,B,B,A,A,B,B,B,A,B,B,A,A,A,A,A,A,A,A,A,B,B,-,A,-,B,B,A,A,A,A,A,A,A,-,A,A,B,B,B,-,B,A,A,A,A,B,B,B,B,A,A,A,-,A,A
wmc477,2B,174.9443,B,A,B,A,B,A,B,A,A,A,B,B,A,B,B,A,A,A,B,A,B,-,B,B,A,B,B,A,B,B,B,B,B,B,B,A,A,B,B,B,A,A,B,B,B,A,B,B,A,A,A,A,A,A,A,A,A,B,B,B,A,B,B,B,A,A,A,A,A,A,A,A,A,A,-,B,B,B,B,A,A,A,A,B,B,B,A,B,A,A,B,A,A
wPt.1011,2B,176.1348,B,A,B,A,B,A,-,A,A,-,B,B,A,B,B,A,A,A,B,A,B,B,B,B,A,B,B,-,B,B,B,B,B,B,B,A,A,B,B,B,A,A,B,B,B,A,B,B,A,A,A,A,A,A,-,A,A,B,B,B,A,B,B,B,A,A,A,A,A,A,A,A,A,A,B,B,B,B,B,A,A,A,A,B,B,B,B,B,A,-,B,A,-
P34.M58.104,2B,176.1348,B,-,B,A,B,A,B,A,A,-,B,B,A,B,B,A,A,A,-,A,B,-,B,B,A,B,B,A,B,B,B,B,-,B,B,A,A,B,B,B,A,A,B,B,B,A,-,B,A,A,A,A,A,A,A,A,A,B,B,B,A,B,B,B,A,A,A,A,A,A,A,A,A,A,B,B,B,B,B,A,A,A,A,B,B,B,B,B,A,A,B,-,-
wmc272,2B,176.1348,B,A,B,A,B,A,B,A,A,A,B,B,A,B,B,-,A,A,B,A,B,B,B,B,A,B,B,A,B,B,B,B,B,B,B,A,-,B,B,B,A,A,B,B,B,A,B,B,A,A,A,A,A,A,A,A,A,B,B,B,A,B,B,B,A,A,A,A,A,A,A,A,A,A,B,B,B,B,-,A,A,A,A,B,B,B,B,B,A,A,B,B,B
gwm515,2B,180.9003,B,-,B,A,B,B,B,A,A,B,B,B,A,B,B,A,A,A,B,A,B,B,B,B,A,B,B,A,B,B,B,B,B,B,B,A,A,B,B,B,A,A,B,B,B,B,B,B,A,A,A,A,A,A,A,A,A,B,B,B,A,B,B,B,A,A,-,A,A,A,A,A,A,A,B,B,B,B,B,A,A,A,B,B,B,B,B,B,A,A,B,B,B
fbb185,2B,183.3104,B,A,B,A,B,B,B,A,A,-,B,B,A,B,B,A,A,A,B,A,B,B,B,B,A,B,-,A,B,B,B,B,B,B,B,A,A,B,B,B,A,A,B,B,B,A,-,B,A,A,A,A,A,A,A,A,A,B,B,B,A,B,B,B,A,A,A,A,A,A,A,A,A,-,B,B,B,-,B,A,A,A,B,B,B,B,B,B,A,A,B,-,A
cdo373,2B,199.671,B,A,B,A,B,B,B,A,A,-,B,B,A,B,B,A,B,A,A,A,B,B,B,B,A,B,A,A,B,B,B,A,B,B,B,A,-,B,B,B,A,A,B,A,B,A,B,B,A,A,A,A,A,A,A,A,A,B,B,B,A,B,B,A,A,B,A,A,B,A,A,A,A,A,B,B,B,-,B,A,A,B,A,A,B,B,B,B,B,A,B,A,B
gwm299,2B,207.0012,B,A,B,A,B,B,B,-,A,A,B,-,A,B,B,A,B,A,A,A,B,B,B,B,A,B,B,A,A,B,B,A,B,B,B,A,A,A,B,B,A,A,B,A,B,A,B,B,A,A,A,A,A,B,A,A,A,B,B,B,A,B,B,A,A,A,A,A,A,A,A,A,A,A,B,B,B,B,B,A,A,B,A,A,B,B,B,B,B,A,B,A,B
wPt.7092,2B,210.753,B,A,B,B,B,B,B,A,A,-,B,B,A,B,B,A,B,A,A,A,B,B,B,B,A,B,B,-,A,B,B,A,B,B,B,A,A,B,B,B,A,A,B,A,B,A,-,B,A,A,A,A,A,B,-,A,B,B,B,B,A,B,B,-,A,A,A,A,-,A,A,A,A,A,B,-,B,B,B,A,A,B,A,A,B,B,B,B,B,A,B,A,-
wmc332,2B,213.2226,B,A,B,A,B,B,B,A,A,B,B,B,A,B,B,A,B,A,A,A,B,-,B,B,A,B,B,A,A,B,B,A,B,B,B,A,A,B,B,B,A,B,B,A,B,A,B,B,A,A,A,A,A,B,A,A,B,B,B,B,A,B,B,A,A,A,A,A,A,A,A,A,A,A,-,B,B,B,B,A,A,B,A,A,B,B,B,B,B,A,B,A,B
P37.M55.311,2B,216.6722,B,A,B,A,B,B,B,A,A,B,B,B,A,B,B,A,B,A,A,A,B,B,B,B,A,B,B,A,A,A,B,A,B,B,B,A,A,B,A,B,A,A,B,A,B,A,-,B,A,A,A,A,A,B,A,A,B,B,B,B,A,B,B,A,A,A,A,A,A,A,A,A,A,A,B,B,B,B,B,A,A,B,A,A,B,B,B,B,B,A,B,A,B
wPt.3992,2B,217.8918,B,A,-,A,B,B,B,A,A,-,B,B,A,B,B,A,B,A,A,A,B,B,B,-,A,-,B,A,A,-,B,-,-,B,B,A,A,B,-,B,A,A,B,A,B,A,B,B,A,A,A,A,A,B,A,A,A,B,B,B,A,B,B,A,A,A,A,A,A,A,A,A,A,A,B,B,B,B,B,A,A,B,A,A,B,B,B,B,B,A,B,A,-
wPt.4555,2B,219.0967,B,A,B,A,B,B,B,A,A,B,B,B,A,B,B,A,B,A,A,A,B,B,B,B,A,B,B,A,B,B,B,B,B,B,B,A,A,B,B,B,A,A,B,A,B,A,B,B,A,A,A,A,A,B,A,A,A,B,B,B,A,B,B,A,A,A,A,A,A,A,A,A,A,A,B,B,B,B,B,A,A,B,A,A,B,B,B,B,B,A,B,A,-
wPt.8124,2B,219.0967,B,A,B,A,B,B,B,A,A,-,B,B,A,B,B,A,B,-,A,A,B,B,B,B,A,B,B,A,B,B,B,B,B,B,B,A,A,B,B,B,A,A,B,A,B,A,B,B,A,A,A,A,A,B,A,A,A,B,B,B,A,B,B,A,A,A,A,A,A,A,A,A,A,A,B,B,B,B,B,A,A,B,A,A,B,B,B,B,B,A,B,A,-
wPt.8682,2B,219.0967,-,A,B,A,B,B,B,A,A,A,B,B,A,B,B,A,B,A,A,A,B,B,B,B,A,B,B,A,B,B,B,B,-,B,B,A,A,B,B,B,A,A,B,A,B,A,B,B,A,A,A,A,A,B,A,A,-,B,B,B,A,B,B,A,A,A,A,A,A,A,A,-,A,A,B,B,B,B,B,A,A,B,A,A,B,B,B,B,B,A,B,A,-
P46.M55.91,2B,219.0967,B,A,B,A,B,B,B,A,A,A,B,B,A,B,B,A,B,A,A,A,B,B,B,B,A,B,B,A,B,B,B,B,B,B,B,A,A,B,B,B,A,A,B,A,B,A,B,B,A,A,A,A,A,B,A,A,A,B,B,B,A,B,B,A,A,A,A,A,A,A,A,A,A,A,B,B,B,B,B,A,A,B,A,A,B,B,B,B,B,A,B,A,B
P39.M53.182,2B,219.0967,B,A,B,A,B,B,B,A,A,A,B,B,A,B,B,A,B,A,A,A,B,B,B,B,A,B,B,A,B,B,B,B,B,B,B,A,A,B,B,B,A,A,B,-,B,A,B,B,A,A,A,A,A,B,A,-,A,B,B,B,A,B,B,A,-,A,A,A,A,A,A,A,A,A,B,B,B,B,B,A,A,B,A,A,B,B,B,B,B,-,B,A,-
wPt.0596,2B,219.0967,B,A,B,A,B,B,B,A,A,-,B,B,A,B,B,A,B,A,A,A,B,B,B,-,A,B,B,A,-,B,B,-,-,B,B,A,A,B,-,B,A,A,B,A,-,A,B,B,A,A,A,A,A,B,A,A,A,B,B,B,A,B,B,A,A,A,A,A,A,A,A,A,A,A,B,B,B,B,B,A,A,B,A,A,B,B,B,B,B,A,B,A,-
P41.M55.271,2B,231.3194,B,A,B,A,B,A,B,A,A,A,B,B,A,B,B,A,-,A,A,A,B,B,B,B,A,A,B,A,B,B,A,B,-,B,B,A,A,B,B,B,A,A,B,A,A,A,-,B,A,A,A,A,A,B,A,A,A,B,B,B,A,B,B,B,A,A,A,A,A,A,A,A,A,A,B,B,A,B,A,A,A,B,A,A,A,B,B,B,A,A,A,A,-
wms261,2D1,0,A,A,B,B,A,B,B,B,A,A,A,B,A,A,A,B,A,B,B,A,B,A,B,A,B,B,B,B,A,A,A,A,A,B,B,A,B,B,B,B,B,A,B,A,A,A,A,A,A,B,A,B,B,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,B,B,B,B,B,A,A,A,A,B,A,A,B,A,B,A,A,B,B,B,A,B,A,-,-
gdm77,2D1,24.3507,A,A,B,A,A,B,B,A,A,B,A,B,A,A,A,B,-,B,B,B,B,A,B,A,B,B,B,B,A,-,A,A,A,A,B,A,B,-,-,B,B,A,-,A,A,-,-,A,A,A,A,-,B,B,B,A,A,B,A,A,A,B,A,A,A,A,A,A,A,B,B,B,B,B,A,A,A,A,B,A,A,B,A,A,A,B,B,B,B,B,A,A,A
wPt.3465,2D1,28.1988,A,A,-,A,A,B,B,A,-,A,A,B,A,A,A,B,A,B,A,B,B,A,B,A,B,B,B,B,A,-,A,A,A,A,-,A,B,A,-,B,B,A,A,A,A,A,A,A,A,A,A,B,B,B,B,A,A,B,A,A,A,B,A,A,A,A,A,A,A,B,B,B,B,B,A,A,A,A,B,A,A,B,A,B,A,B,B,B,B,B,A,A,-
gwm296,2D1,39.9408,A,A,B,B,A,B,B,A,A,A,A,B,A,A,A,B,A,B,B,A,B,A,B,A,B,B,B,B,A,A,A,A,A,B,B,A,B,A,B,B,B,A,B,A,A,A,A,A,A,B,A,B,B,B,B,A,A,B,A,A,A,B,A,A,A,A,A,A,A,B,B,B,B,B,A,A,A,A,-,A,A,B,A,B,A,A,B,B,B,A,B,A,A
P40.M56.118,2D1,53.0016,A,A,B,B,B,B,B,B,A,A,A,B,A,A,A,B,B,B,B,A,B,-,B,A,B,B,B,B,A,A,A,A,A,B,B,A,B,B,B,B,A,A,B,A,A,A,A,A,A,B,A,B,B,B,A,A,A,B,A,A,A,A,-,-,B,B,A,A,A,B,B,B,B,B,A,A,A,-,B,A,A,B,A,B,A,A,B,B,A,A,B,A,-
wmc18,2D2,0,A,A,A,A,B,B,B,A,B,A,B,A,B,A,A,A,A,A,B,A,A,A,A,B,A,B,B,A,A,A,A,A,A,B,A,B,A,B,B,B,B,B,A,B,B,B,B,A,B,B,A,A,A,A,B,A,B,A,B,B,B,A,B,B,A,B,B,B,A,A,B,A,B,A,A,A,B,A,B,A,A,B,A,B,A,A,A,B,B,A,B,A,B
P39.M47.142,2D2,3.3721,A,A,A,A,B,B,B,A,B,A,B,A,B,A,A,A,A,A,B,B,A,B,A,B,A,B,B,A,A,A,A,A,A,B,A,B,A,B,B,B,B,B,A,A,B,B,B,A,B,B,A,A,A,A,B,A,B,A,B,B,B,A,B,B,A,B,B,B,A,A,B,A,B,A,A,A,B,A,B,A,A,B,A,B,A,A,A,B,B,A,B,-,B
wPt.0935,2D2,7.1714,-,A,A,-,A,B,B,-,-,B,B,A,B,A,A,B,A,-,B,B,A,B,A,B,A,B,B,A,A,A,A,A,A,B,-,B,A,B,B,B,B,B,A,A,B,B,B,-,B,B,A,A,A,A,-,-,B,A,B,B,B,A,B,B,A,B,B,B,A,A,B,A,B,A,A,A,B,A,B,A,A,B,A,B,A,A,A,B,B,A,B,A,-
wmc144,2D2,9.8036,A,-,-,A,B,A,-,A,B,-,B,A,B,A,A,-,A,A,B,B,A,B,A,B,A,B,B,A,A,A,A,A,A,B,A,B,A,B,B,B,B,B,A,A,B,B,B,A,B,B,A,A,A,A,B,A,B,A,B,B,B,A,B,B,A,B,B,B,A,A,B,A,B,A,A,A,B,A,B,A,A,B,A,B,A,A,A,B,B,A,B,A,B
wPt.6997,2D2,11.0232,A,A,A,A,B,B,B,A,B,A,B,A,B,A,A,A,A,A,-,B,A,B,A,-,A,B,B,A,A,A,A,A,A,B,A,B,A,B,B,B,B,B,A,A,-,B,B,A,B,B,A,A,A,A,B,A,B,A,B,B,B,A,B,B,A,B,B,B,A,A,B,A,B,-,A,A,B,A,B,A,A,B,A,B,A,A,A,B,B,A,B,A,-
gwm30,2D2,17.6117,A,-,-,A,B,B,B,A,B,A,B,A,B,-,-,A,A,A,B,A,A,B,A,A,A,B,B,A,A,A,A,A,A,B,A,B,B,B,B,B,B,B,A,A,B,A,B,A,B,B,A,B,A,A,B,A,B,A,-,A,B,A,B,B,A,B,B,-,A,A,B,A,B,A,A,A,B,A,B,A,A,B,A,-,A,A,A,B,B,A,B,A,B
P31.M60.66,2D2,48.7382,A,B,A,A,B,B,A,A,B,A,A,B,B,B,B,A,A,B,B,B,A,B,B,B,A,B,A,A,A,A,A,B,A,B,A,B,A,B,B,B,B,B,A,B,A,A,-,A,A,B,A,B,A,A,B,A,B,A,B,A,B,B,B,B,-,B,A,A,A,A,B,A,A,A,A,A,B,B,B,A,B,B,A,A,B,A,A,-,B,A,B,A,-
P39.M53.181,2D2,66.0133,A,A,A,A,B,B,A,A,B,A,A,A,B,A,B,A,A,B,B,B,A,B,B,B,A,B,A,A,B,A,A,B,A,B,A,B,A,B,B,B,B,B,A,A,A,A,B,A,A,B,A,A,A,A,B,A,B,A,B,A,B,A,B,B,A,B,B,B,A,A,B,A,B,A,A,A,B,B,B,A,A,B,A,A,B,A,A,B,B,A,A,B,-
wmc170,2D2,66.0133,A,A,A,A,B,B,A,A,B,A,A,A,B,A,B,A,A,B,B,B,A,B,B,B,A,B,A,A,B,A,A,B,A,B,A,B,A,B,B,B,B,B,A,A,A,A,B,A,A,B,A,A,A,A,-,A,B,A,B,-,B,A,B,B,A,B,B,B,A,A,B,A,B,A,A,A,B,B,B,A,A,B,A,A,B,A,A,B,B,A,A,B,B
wPt.9613,2D2,66.0133,A,A,A,A,B,B,A,A,B,A,A,A,B,A,B,A,A,B,B,B,A,B,B,B,A,B,A,A,B,A,A,B,A,B,A,B,A,B,B,B,B,B,A,A,A,A,B,A,A,B,A,A,A,A,-,A,B,A,B,A,B,A,B,B,A,B,B,B,A,A,B,A,B,A,A,A,B,B,B,A,A,B,A,A,B,A,A,B,B,A,A,B,-
wPt.0941,2D2,66.0133,A,A,A,A,B,B,A,A,-,-,A,A,B,A,B,A,A,B,B,B,A,B,B,-,A,B,A,A,B,-,A,B,-,B,A,B,A,B,B,B,B,B,A,A,-,A,B,A,A,B,A,A,A,A,B,A,B,A,B,A,B,A,B,B,A,B,B,B,A,A,B,A,B,A,A,A,B,B,B,A,A,B,A,A,B,A,A,B,B,A,A,B,-
wmc41,2D2,66.0133,A,A,A,A,B,B,A,A,B,B,A,A,B,A,B,A,A,B,B,B,A,B,B,B,A,B,A,A,B,A,A,B,A,B,A,B,A,B,B,-,B,B,A,A,A,A,B,A,A,B,A,A,A,A,B,A,B,A,B,A,B,A,B,B,A,B,B,B,A,A,B,A,B,A,A,A,B,B,B,A,A,B,A,A,B,A,A,B,B,A,A,B,B
P39.M50.66,2D2,66.0133,A,A,A,A,B,B,A,A,B,B,A,A,B,A,B,A,A,B,B,B,A,B,B,B,A,B,A,A,B,A,A,B,A,B,A,B,A,B,B,B,B,B,A,A,A,A,B,A,A,B,A,A,A,A,B,A,B,A,B,A,B,A,B,B,A,B,B,B,A,A,B,A,B,A,A,A,B,B,B,A,A,B,A,A,B,A,A,B,B,A,A,B,-
wPt.6477,2D2,66.0133,A,A,A,A,B,B,A,A,B,-,A,A,B,A,B,A,A,B,B,B,A,B,B,B,A,B,A,A,B,A,A,B,A,B,A,B,A,B,B,B,B,B,A,A,A,A,B,A,A,B,A,A,A,A,B,A,B,A,B,A,B,A,B,B,A,B,B,B,A,A,B,A,B,A,A,A,B,B,B,A,A,B,A,A,B,A,A,B,B,A,A,B,-
P39.M53.73,2D2,66.0133,A,A,A,A,B,B,A,A,B,A,A,A,B,A,B,A,A,B,B,B,A,B,B,B,A,B,A,A,B,A,A,B,A,B,A,B,A,B,B,B,B,B,A,A,A,A,B,A,A,B,A,A,A,A,B,A,B,A,B,A,B,A,B,B,A,B,B,B,A,A,B,A,B,A,A,A,B,B,B,A,A,B,A,A,B,A,A,B,B,A,A,B,-
wPt.9401,2D2,66.0133,A,A,A,A,B,B,A,A,B,A,A,A,-,A,B,A,A,B,B,B,A,B,B,-,A,B,A,A,-,A,A,B,A,B,A,B,A,B,-,B,B,B,A,A,A,A,B,A,A,B,A,A,A,A,B,A,B,A,B,A,B,A,B,B,A,B,B,B,A,A,B,A,B,A,A,A,B,B,B,A,A,B,A,A,B,A,A,B,B,A,A,B,-
P40.M14.115,2D2,76.8665,A,A,A,A,B,B,A,A,B,A,A,A,B,A,B,A,A,A,A,B,A,B,A,A,A,B,A,A,B,A,A,-,A,-,A,A,A,B,A,B,B,B,A,A,A,A,-,A,A,A,A,A,A,A,B,A,A,A,B,A,-,A,B,B,A,B,B,-,A,A,B,A,B,A,A,A,B,B,B,A,A,A,A,A,B,A,A,-,B,A,A,A,-
P39.M47.96,2D2,98.6324,A,A,A,A,B,B,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,B,B,B,A,B,A,A,B,A,A,B,A,B,A,A,A,B,B,B,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,B,A,A,B,A,A,B,A,A,B,B,A,A,-,B
wPt.3581,3A1,0,B,A,A,B,A,A,-,B,B,B,A,A,B,A,B,B,A,-,B,B,A,A,B,A,-,A,B,A,A,A,B,A,A,B,A,B,B,A,-,A,B,A,B,A,A,B,B,A,A,A,A,A,-,A,A,A,A,A,B,A,A,A,B,A,A,A,A,A,A,B,B,A,A,A,A,A,A,A,B,A,B,B,A,A,B,A,A,B,B,A,A,B,-
wPt.0335,3A1,0,-,A,A,-,A,A,-,B,B,B,A,A,B,A,B,B,A,-,B,B,A,A,B,A,-,A,B,A,A,A,B,A,A,B,A,B,B,A,-,A,B,A,B,A,A,B,B,A,A,A,A,-,B,A,A,A,A,A,B,A,A,A,B,-,A,-,A,A,A,B,B,A,A,A,A,A,A,A,B,A,B,B,A,A,B,A,-,B,B,A,A,B,-
barc310,3A1,0,B,A,A,B,A,A,A,B,B,B,A,A,B,A,B,B,A,A,B,B,A,A,B,A,A,A,B,-,A,A,B,A,A,B,A,B,B,A,B,A,B,-,B,A,A,B,B,A,A,A,A,A,B,A,A,A,A,A,B,A,A,A,B,B,A,A,A,A,A,B,B,A,A,-,A,A,A,A,B,A,B,B,A,A,B,A,-,B,-,-,-,-,-
P31.M58.146,3A1,0,B,A,A,B,A,A,A,B,B,-,A,A,B,A,B,B,A,A,B,B,A,A,B,A,A,A,B,B,A,A,B,A,A,B,A,B,B,A,B,-,B,A,B,-,A,B,B,A,A,A,A,A,B,A,-,-,A,A,B,A,A,A,B,B,A,A,A,A,A,B,B,A,A,A,A,A,A,-,B,A,B,B,A,A,B,A,A,-,B,A,A,B,-
P45.M48.67,3A1,1.2049,B,A,A,B,-,A,A,B,B,A,A,A,B,A,B,B,A,A,B,B,A,A,B,A,A,A,B,B,A,A,B,A,A,B,A,B,B,A,B,A,B,A,B,A,A,B,B,A,A,A,A,A,B,A,A,A,A,A,B,A,A,A,B,B,A,A,A,A,A,B,B,A,A,A,A,A,A,A,B,A,B,B,A,A,B,A,A,B,B,A,B,B,B
